,text,label
12368,어디서 구할데 없나요? 정말 다시 보고 싶은 영화인데..,1
12369,ㅠㅠ..어디서구할수있을까요...다시보고싶다..,1
12370,어디 나라짱같은 선생님없나~~,1
12371,굉장한 영화다 인간의 상상력은 어디까지인가..,1
12372,어디서 많이본 스토린가 했더니 광해였다. 진부하지만 나름 괜찮았다.,1
12373,다시보고싶은데 어디서 봐야하나..,1
12374,내 인생영화... 해리포터만한 영화는 어디에도 없는것같다. 스네이프 사랑해요♡,1
12375,레드코너 어디서 받아요 osh517kr@네이버 로 알려주 감사해요,1
12376,정말 아름다운 일본녀들의 매력이란 그 끝이 어디인가??,1
12377,똑같은 고민에 허우적대는 젊은 내 친구들에게 꼭 보여주고싶다. 영화 속의 어떤 흘러가는 말처럼 내 친구들도 어디에 가고 누가 되던 나와 같이 보았던 꿈이 고스란히 혈관속에 흐르고 있다고 믿어 의심치 않는다. 꿈을 잃은 평론가들의 굳은 피가 아니라.,1
12378,"다크나이트라이즈의빌런 베인역할의톰 하디가 어디서 굴러먹었는지(?)알수있다.그를 베인역할에 캐스팅할수있었기에,소중한 필름.원래부터,연기잘하던 배우.엠마 왓슨에,주드 로,샘 멘데스,크리스토퍼 놀란,비틀즈,스팅,영국에는 인재가 참 많다.브리티시인베이젼이랄까",1
12379,집보다 좋은건 없을걸~ 이 세상 그 어디에도~ 우우~ 기다려 우우~ 친구여 집보다 좋은건 없을걸~ 이 세상 그 어디에도,1
12380,"어린시절 언젠가, 어디에선가 맡았던 잊을 수 없는 좋은 향기같은.. 보물함이 있다면 그 속에 소중히 담아두고 싶은, 참 아름답고 아련한 영화.",1
12381,영화저널리스트 김형석씨 도대처 어디가어떻게불편했다는건강?및도끝도없이 그냥까기만하면 있어보이는줄아시나...,1
12382,죽기전에 봐야할 영화로 어디선가 꼽길래 봤던 영화 슬럼독 밀리어네어 처럼 빈민가를 그려냈다 차이점이라면 슬럼독은 과할 정도의 긍정의 영화라면 이 영화는 그 빈민가의 현실을 아주 적절하고 사실적이게 잘 그려냈다.,1
12383,외계인이 어디나오냐고,1
12384,인간적으로 평점 너무 낮다~그래서 10점준다. 10점까진 아녀도 6점정돈 줄만하다~공포스러운장면은 없지만 자신이 다니엘이라고 생각하고보면 이보다 더큰공포가 어디있겠나..나같아도 죄책감과 공포심에 미쳐버렸을듯..결론은 할망구가 모두의 인생을 망가트린거,1
12385,"주여 감각이 영혼에서 분리되지 않고 조화되는 세계, 어디에 있습니까",1
12386,어디 예고편이 왜업서?,1
12387,나의 주인공은 어디로 가는가?,1
12388,이거 진짜 재밌게 봤었는데... 어디 구할수 없나...,1
12389,꼬마 때 스튜어디스가 뭔지 처음 알았던...,1
12390,죄송한데 이영화 어디서 구할수있죠?,1
12391,정말 이거보면서 생각도 많아지고 너무 잼있었어요... 이런영화 어디또없나 ㅠㅠ 진짜 고마운거같애요 이런영화를 만들어줘서,1
12392,"평점남기는넘들 죄다지잘난맛에사는왕들이네 재밌기만한데,대체 어디까지가야만족하냐",1
12393,보고시퍼도 어디서봐야하나요,1
12394,다시 보고싶은영화 따뜻해요 스스로 어디에 붕대를 감아야 할지 생각해보게하는 영화,1
12395,OO전까지도 비디도테잎 가지고 있었는데...잊어버리고..이 영화 진짜 정말 다시 보고싶은데 어디가야 볼수 있나요???찾을 수가 없군요,1
12396,"병달이와 봉미, 어디선가 행복하게 살고 있겠지? 보고싶은 절봉이도...",1
12397,"(좋은 뜻으로) 시청자들까지 DID 오게 만들 드라마입니다. 마음의 상처는 단순히 극적 재미를 위한 장치가 아니라 함께 이해하고 끌어안아야 할 아픔임을 꾸준히 설득하기 위해 다가가려는 모습이 보기 좋습니다. 어디 가서 막 자랑하고 싶어요, 이 드라마.",1
12398,이 영화 보고싶은데 어디서 구할 수 있나요?,1
12399,우리 어디로 가나요 .. 글쎄요 어디로 갈까요 ..다시봐도 잔잔한 영화 류승수님 출연료가 무척 궁금하다 .^^배용준 슴가가 너무 큼 예진이의 연기가 난 참 좋다 ...♡,1
12400,마사루형*어이신지아직도권투해?*예전에관뒀어요*그랬군*형은요?*백수지뭐*어디가요?*일자리찾으러*타세요*됐어*옛날처럼한번타보세요♬만담콤비*영업사원→택시기사死*자기조절실패로무너진신지*중간보스에서퇴출당한마사루우린이제끝난건가요?*바카야로!아직시작도안했어^-^v,1
12401,이영화 어디서 구할수 있나요?,1
12402,평점이 너무 박하다. 저 정도의 구성과 내러티브의 굴곡을 매끄럽게 이끌수 있을 정도의 연출력이라면 능력이 있는건데 어디서 못데 먹은 싸구려 코메디에 눈만 버려 먹서서... 쯧...,1
12403,"뭔가 영화의 복선이 중간중간 보여서 살짝 내용이 예상되는게 살짝 아쉬웠지만 원테이크 촬영인데...ㅋㅋㅋ잘한듯, NG안내고 저렇게 길게간게 어디냐는...ㅋㅋㅋ",1
12404,자막있는 것 어디에서 다운받을수 있나요,1
12405,사랑과 추억에 관한 왕가위의 최종 완결판! 과연 진정한 사랑은 있는건가? 어디에?,1
12406,이영화다시보고싶은데어디사이트에도없네요..저 일라이져우드 여기서부터 끼를 ^^,1
12407,자연스럽게 어디서나 춤출 수 있는 분위기가 형성될 수 있기를...,1
12408,정말 가슴 찡한 이야기였습니다. 어디 가도 이렇게 가족애가 따뜻한 드라마는 없을 것 같아요.,1
12409,성룡의 한계는 어디인가 ?,1
12410,"좋아하는 영화인데.. 예전에 봤지만 , 갑자기 ""러브,비하인드"" 이런 제목은 어디서 튀어 나온거지?",1
12411,1점 테러범은 어디에도 있고 어디에도 없다.. 다만 이건 만화가 아니라는게 함정이다..,1
12412,중요한건 이 기차가 어디로 가느냐가 아니라 네가 이 기차를 탔다는거야,1
12413,젬있는거같기는하는데 이영화를 어디에서 볼수있는지 좀알려주시면좋겠네요,1
12414,"TV 다큐로 보고 영상미, 스토리에 감동먹었는데 이제는 못 보나요? 어디서 볼 수 있나요?",1
12415,신은 그어디에도 없었다,1
12416,이건 어디서 볼 수 있나요? 암만 찾아봐도 없네요...,1
12417,"긴장감,사실감,연기,구성,연출 ,재미 모두 뛰어나다. 미국의 애국심과 과도한 폭력이 거슬리지만 완벽한 영화가 어디있겠는가?",1
12418,이런 풋풋한 코메디물이 아주좋아. 어디서 또 못보나?,1
12419,어디 하나 흠잡을 곳 없는 영화+_+,1
12420,어디서 터미네이터를 팔아?,1
12421,어디론가 다녀온 듯한 여운,1
12422,이 영화 언제 개봉하나요? 진중권씨와 변희재씨의 대립구도가 흥미진진해 보이던데...예고편은 어디서 볼수있나요?,1
12423,사랑의 집착 그 끝은 어디?,1
12424,또 어디 이런 영화 없으려나.,1
12425,도대체 ost 구입 할 수가 없네...어디서 들을수도 없고...젠장,1
12426,방법이 유쾌하진 않지만 시도해보는 게 어디냐!,1
12427,"우리에게도 있는 전쟁의 상처, 어디든 빨리 치유해야만 한다. 슬프다..",1
12428,강하게 아일비백을 외치는아놀드 형 ㅋㅋ 근데 조코비치는 어디서 나오지?,1
12429,이런영화는 어디서 보라는거임? 저번에 극장갔더니왠 되도않는 영화들만 극장에 꽉차있고 사전 설레발광고 많은거 막상보면 최악 끄응~,1
12430,난 어디로 가는걸까..,1
12431,"이 작품이 80년 더 된 작품이란 말인가? 결코 가볍지 않고, 장면마다 숨결이 느껴진다. 구두 먹는 장면, 집 무너지는 장면, 식탁에서 손으로 탭댄스 묘사하는 장면, 연애의 상처와 회복. 다 어디서 본 장면들이다. 이 영화를 모두들 차용했기 때문이다",1
12432,"노인이 되어 죽음에 가까워 졌을때, 인간은 어디서 와서 어디로 갈지 모르는 우연적인 존재라는 것을 깨달았을때 그 공포..",1
12433,인간 욕망의 끝은 어디인가?,1
12434,"박해일의 연기, 그 끝은 어디인가",1
12435,어이 김사경씨 배우들이 불쌍하다 이런 막장 스토리는 어디에서 나오는거요? 별 아예 안주려다가 진태현 연기가 참 소름끼쳐서 드리고 갑니다잉,1
12436,'뿌리'를 깨달은 자는 어디로 가야 하나? 여운이 남는 결말.,1
12437,DVD는 어디서.. 살 수 있나요? 알려주세요,1
12438,보고싶은데.. 없네.ㅡㅡ;; 어디 자료 받을곳 없나여?,1
12439,이런 영화 어디 없을까요?? 뭔가 묘하게 만드는영화인데..,1
12440,영화제목이 많이 익은데 어디선가,1
12441,이거 개봉했나요? 예전에 우연히 예고편 본적있어서 점 찍어 뒀던 영화인데ㅎ 근데 어디서 볼 수 있나요?,1
12442,밑에 과유불급이라는데 이 다큐의 뜻을 모르나봄. 어디 하나를 진짜 좋아할 수 있다는건 대단한거지...삶에 찌든채 살아가다 벗어버리고 다녀온건데...,1
12443,@아니 다들 어디서 영화보고 평점주는겨 아무리 찾아봐도 없던디,1
12444,"좋다 너무 좋고 또 좋다, 어디서 구해서 다시 볼 수 있을까?",1
12445,그 남자의 생각을 알아주는 사람은 그 어디에도 없었다...,1
12446,굵은 눈썹이 이렇게 잘 어우리는 미인이 어디 또 있을까.,1
12447,도대체 어디에 개봉한건지 ㅠㅠ오ㅔ아무대도 개봉한데기 업져 본사람들은 어디서 본거에여,1
12448,4일동안어디서살게해주면슈퍼배드있는데서있을꺼임,1
12449,도둑들 같은 개쓰렉이 같은 영화랑 정말 비교됨. 어디서 가이리치 스탈을 따라해,1
12450,"난 너무 좋았다. 시나리오도, 음악도.. OST어디 없을까????? ㅠㅠㅠㅠㅠㅠ",1
12451,이영화 어디가면 찾나요?ㅜ.ㅜ 정말 다시보고싶은 영화,1
12452,촬영지가 어디죠 ? 공원같은곳이요 종소리달려있고 어디인가요 ?,1
12453,어디하나 흠잡을 곳 없는 최고의 영화,1
12454,진심 극중 왕조현이 뿜는 아름다움은 그 어디서도 보지못했다,1
12455,"경치와 주변동네 너무 좋았다. 촬영지가 어디인지 궁금함아직 그 풍경이, 시냇가, 들판, 산야.. 남아있을까.... 50년전인데...주요배역중 거의다 고인인데 최은희,구봉서씨는 생존중. 여든이 넘으셨을거고...",1
12456,정말 말문이 턱 막힌다...장르에 코미디도 있는데 어디가 코미디인가; 보는내내 가슴이 먹먹했다. 스페인역사는 잘모르지만 어느정도의 지식만으로도 충분히 공감하고 이해할수있는 영화이다. 그리고 배우들의 연기또한 정말 말그대로 OOO기였다.,1
12457,"근 20년만에 다시 봤는데, 어디 하나 촌스러운 구석이 없다. 아니 오히려 요즈음 영화보다 짜임새나 의외성, 액션의 완성도가 높다. 감동이다.",1
12458,대박 이거 완전 그리운데..이거 또 보려면 어디서 찾을수잇죠??아시는부ㅡㄴ...,1
12459,정말 볼만함 어디 삼류영화인지 알구봤다가...스토리 나름 탄탄하고..시각적인 볼거리와 액션..코믹 ..그리고 주인공의 느끼한연기도 명품 볼거리라고 생각합니다.아직 삼분지이본상태서 평가올려요^^,1
12460,전작들의 어두운 분위기는 어디론가 가버리고 아동물이 되어서 돌아온 영웅,1
12461,직장의신 김혜수 연애의연도 이민기 아빠어디가 이종혁 이세사람의 풋풋한모습 잘봤어용ㅋㅋㅋ,1
12462,대작중의 대작. 이거 어디서 다시 보나..,1
12463,"꼭 보고싶은데, 어디서 볼 수 있냐요?결제해도 되는데..",1
12464,정말 뻔한 반전 아닌가 ? 송윤아의 영화 불운은 어디까지일까 ?,1
12465,너무 극소수만 보여줬다.. 바티칸을 한번 가본 입장에선 너무 실망..바티칸에 사람이 너무 많아 제대로 보기 힘들기 때문에 영화로 내심 기대했는 데 절반의 반도 영화로 보여지질 않았다..나머지 4/5는 어디 간거냐?,1
12466,평점에 걸려들었음. 실망. 뭐 노장 액션만있고 말하고자하는 내용은 뭔지 분명하지도않고. 동료애도 없이 엄청 죽이다가 갑자기 동료애가 솟구치고.... 어디 본시리즈에 비교하는지,1
12467,원작이 있음에도 원작을 무시한 대본과 캐릭터 분석도 안한 듯한 연기. . 재능있는 지휘자와 피아니스트는 대체어디에 있는건가요? 음악드라마임에도 배우도 스토리도 음악과 따로 노는듯한 느낌. . 노다메 칸타빌레와 비교불가입니다.,1
12468,그래서 전작의 리얼리티는 어디에?,1
12469,어디가 슬픈장면이죠?,1
12470,"신성록 연기 보려고 봤는데.. 이건 뭐랄까...신성록이 비중이 있는 듯 없는 듯, 주연인 듯 아닌 듯. 내용도 있는 듯 없는 듯. 임펙트는 어디가서 국 끓여 드셨나봐요..ㅠ",1
12471,평점도 얼마 없는 이런 영화...! ㅋㅋㅋ개연성은 어디로...,1
12472,쿨러닝 표절. 쿨러닝 보다가 어디서 본 것 같은 스토린데 하고 생각해 봤더니 국가대표가 딱 이 내용이더라... 국가대표는 단지 엄마 요소만 추가한거지ㅋㅋㅋ,1
12473,심은경 씨 예전에 영화에서 봤던 그 모습 어디로 갔나오...전혀 사랑스럽지도 않은데 억지애교연기를하질않나.... 사람이 이상해보이고 정상아닌것같아요.. 한국의 여자오타쿠느낌... 시끄럽고 귀찮은 여친느낌..와.. 역할이.사람이 이토록 버려놓다니.,1
12474,첨에는 감칠맛 나게 하더니 가면갈수록 답답하게 가냐 임팩트좀 강하게 좀 주고 주인공의 기백은 어디갔냐 졸 잼이 없게 한다 주인공 질질 끌려다니고 처음에 주인공 캐릭은온데간대도 없고 드릅게 재미 없내 이제 안볼란다 퉤,1
12475,비어디드 드래곤저러다 탈출해서 토착화되면 어쩌죠?뉴트리아 배스 블루길 황소개구리 등등,1
12476,후....내 조로리 어디갔나요,1
12477,에라 거지같다 작가구 연출이구. . . 어디가서 드라마 했다고 말하지마라,1
12478,ㅈㄹ하지말고 21일날 개봉이라매 도대체 어디서 개봉한건디?롯데시네마라고 해서 홈피 가봤는데 개봉예정에 떴다가 21일 되니까 아무정보도 없네 이런 디질랜드 보고싶다고,1
12479,어디서 본듯한 내용만 짜집기한 영화. 3점정도.,1
12480,버럭버럭 왁왁 끼악끼악 어디가 감동인가? 갑자기 소리지르고.. 눈물 글썽거리는게 감동인건가 ㅎㅎ 알 수가 없네... 어설픈 심파에 어설픈 코메디.. 연기 잘한다고 생각했던 배우들로도 이런 영화가 나올 수 있다면.. 그 역시도 대단하다 할 수 있네요..,1
12481,이런류의 영상물들은 도대체 어디서 수입 창출을 하는지 궁금할 뿐이다,1
12482,헐...어디서 이따위 영화를...공포도 드라마도 아닌 사이코적인....,1
12483,티비에서 하는데 골때린다. 저런건 나도 만들겠다. 다들 어디서 보셨는지 궁금...,1
12484,근데100억 어디갔슴?,1
12485,닉쿤은 어디 갔음..?,1
12486,유리코는 어디에 있는거야,1
12487,어디선가 많이 보던 스타일의 구태의연한 영화 저질....,1
12488,가문시리즈의 막장. 1편과 2편의 재미는 어디로 ?,1
12489,어디서 알바를..그냥 재미없습니다. 호감순에 나오는 평가들 다 가짜,1
12490,킁킁 어디서 썅내 안나요??정도것 해야지.... 남주여주 비주얼 보고 겨우 참음,1
12491,어디서 본 듯한 상황과 장면들이 좀 진부하게 느껴진다,1
12492,결말이 놀라울 정도로 시시했고 스토리에 기반이 없는듯 탄탄하지 못하다. 중간중간 약간의 억측스러운면도 있었으며 후반 절정에서 어디서 많이 본듯한 흐름이었다,1
12493,우리 선희랑 다른게 뭐냐? 같은 장소에서 촬영하고 이선균 등장시키고.. 여주만 바뀌고.. 어디서 많이 .봤던 구도라했더만 똑같은 내용으로 제목만 바꾸고.. 이 양반이 진짜 교수했었음 100퍼 여제자 따먹었다는거군.. 에이 퉤,1
12494,한가인을 보고싶다면 추천하지만 그외에는 어디하나 볼게 없는 3류드라마,1
12495,어디까지 가나 보자 했더니 정말 갈 데까지 가는구나.,1
12496,아 이 뭐 쓰레기 같은......어디가 공포 스릴러라는건지.....시간 아까워.....,1
12497,최악은 아니지만 극본과 연출이 중구난방..어디에도 촛점을 못맞추고 갈팡질팡...주제에 천착하는 진지함도 어중간..오락적인 면에서도 어중간..보다가 하품만 나온다. 시간이 남아도는 사람은 그럭저럭 킬링타임할 수있는 정도.,1
12498,애들 넣어서 아빠어디가 팬들 좀 구슬려보려했겠지만 그외 사람들은 절대 거들떠 보지도 않고 심지어 그 팬들 조차도 이게 뭐냐 싶은 희대의 똥캐스팅,1
12499,아버지는??????어디갔어??? 글구 지하실에서 통조림 쳐묵한건가??ㅋㅋ,1
12500,어디서 마이너리티리포트를 들먹여.. 수준낮은주제에..,1
12501,이런 말도 안되는 웃기는 영화 처음봄..그 많은 상어 어디서남 ?상어가 물밖으로 나오면 별수 있음 ?어차피 죽어가는 상어들한테 불쌍하게 왜그러는데,1
12502,어디서 많이 본듯한 뻔한 스토리와 진부한 표현전개..여주인공 얼굴 가슴 넘 성형한티가 나서 그닥 판타지가 없네요...,1
12503,존맥클레인어디갔니?,1
12504,귀엽지만 심심한 내용...하치 캐릭터 어디서 봤더라...,1
12505,대체 어둠속으로 사라진다라는게어디로 데려가는지 궁금해죽겠는데 어이없게 끝나버렸네요,1
12506,에효 원작의 기묘발랄함은 어디로 갔니,1
12507,코미디? 어디서 웃어야 하는지 ....,1
12508,끝과 시작의 의미는 어디에?,1
12509,어디서 웃어야할지 도통 감을 못잡겠다,1
12510,별점한개도 아깝다..ㅠ..디즈니나 픽사급을 생각한다면 절대 비추.. 스토리는 디즈니카의 어디쯤이고..연출..음악..은 우리나라 티비판 애니만도 못하다...더빙하신 성우분들께 경의를 표함..처음시작할때 스폰광고가 한개도없을때알아봤어야했는데..ㅠ,1
12511,"저예산 영화 매일매일 깨끗한 군복 세차한 깨끗한 전차, 탱크포에서 초등학생용 폭음탄이 탱크 파괴도 안됨 초딩영화 너무 성의없다. 마주친 순간 모두 초토화는 그 어디에도 없는?",1
12512,설정적인 부분만 가득한 영화. 감정은 어디에?,1
12513,프랑스 애니에게서 엿보이는 프랑스 영화의 단점들. 평론가들 진짜로 이게 재밌더냐? ㅡㅡ; 어디서 약을 팔어,1
12514,500억 어디다 쓴겨 ㅡ.ㅡ,1
12515,1시간 30분 중에 1시간이 넘게 허접총격전이네..ㅋㅋ 이런 자신감은 어디서 나오는 걸까,1
12516,대체 어디에서 웃어야 하는지.. 한국의 정서와는 좀 틀린듯..,1
12517,전현은못봤지만쓰레기영화다액션이어디있냐처음으로지루한영화다브루스때문에2점,1
12518,어디선가 분명히 수십번쯤 본듯한 스토리. 원빈의 원맨쇼,1
12519,왠만하면 8점준다. 어디다 언더월드에 비교를해 맥주맛도 모르는것들이.,1
12520,"이 다큐 어디에 인간의 존엄성과 윤리성에 대한 성찰이 있는지?? 모든 혐오감을 특정 국가의 어부들에게 떠넘긴다해서 지금 이글을 읽고 있는 당신은 예외일거라는 커다란 착각은 버려..""살생""이라는 절대명제 앞에서 인간이 만들어낸 도덕적 잣대는 의미가없다",1
12521,세상 어디에도 없는 고품격 로맨스.,1
12522,청춘은 어디가고 만화는 어디있는가. 지루하고 그저 그런 영화.,1
12523,영화 평점 처음 남겨봄. 본 중 제일 쓰레기 같은 영화라서 어디에든 욕을 해주고 싶었다. 정말 어마 무지 거지 똥 휴지 같은 영화의 사례로서는 볼만 함. 세상에 좋은 배우들 데려다가 돈 발라서 이런 걸 만들 수도 있구나.,1
12524,감독 심승보 종북주의자로 판명.. 다 떠나서 이건 국보법으로 엄중하게 다스려야 한다.. 새끼야 이적할려면 니나 가서 해라.. 어디서 선동질?,1
12525,"얼굴이 부자연스러워~ 이상해~ 고전적 여인의 섹시함도 아니요, 스토리도 베드신도 어디에도 집중이 안된다.",1
12526,이거 보시는 분들은 영화 눈감고 봐요 정말 최악이네요어디 내용이 80년대 내용이고 절대 보지마셰요,1
12527,"뭐 세상사 이것보다 더한게 세상이고, 사람은 욕망에 의해 악으로 변해가는게 일반적이지만.. 아무생각없이 봤다. 갑자기 막장이 나와서~ 의아했음... 한순간 욕망에 변하가는게 개연성이 부족했음. 김혜나씨 어디서 봤나 했더만 ""역전의명수""였구나..",1
12528,어? 이거 어디서 많이 봤는데??,1
12529,"아름다운 청년,우리들의 일그러진 영웅 홍경인은 어디에??",1
12530,와 정다빈 옛날남친이네 어디서 많이봤다했드니만....? 정다빈이 죽을때 일부러 사랑하는 사람 OOO보라고 옆에서 죽엇을까...석연치않다,1
12531,그들은 어디서 와서 어디로 가는가? 그냥 학살만 하는게 목적?,1
12532,무슨 짜집기 영화마냥 어디서 본듯한 상황과 장면의 연속...,1
12533,"최악급 중에서는 살짝나은편, 하지만 어디까지나 최악급이라는것... 전작을 보고 영화를만든것인지... 쩝",1
12534,새로운 사신은 어디 있나. 설마 바이러스를 말하는 것인가,1
12535,영화 어디를 봐도 '이연걸'은 없었다.,1
12536,뭐..뭘까..아직시작도안한듯한데..끝..??엔딩은어디로??,1
12537,어디서 이런 사기를쳐 재미 하나도 없고 1시간도 안돼 게다가 2012년에 나온 영화 정말 ㄷㄷ하네;;; 그리고 혹성탈출 명예훼손 입니다;;;;,1
12538,어디가 감동이라는 거냐? 설득해봐라 니콜라스 연기도 뭔가 어딘가 어설펐는데 자고일어났는데 딴세상인데 어떻게 저렇게 당황하는 연기를 저따구로 밖에 못하지 정말 억지 감동이다 마지막도 그렇게 말해서 설득당하는 여자가 어딨냐 미친놈이라 생각하지,1
12539,뻔한 스토리.. 어디서 본듯한 영화.. 노잼,1
12540,어디서보라고 보는데도없다는데,1
12541,스릴러를 기대하고 봤다가 뜬금없는 사건과 사건간의 개연성은 어디서...좀 지루~,1
12542,연애막장이냐? 어디건 막장여자는있구나,1
12543,아 도대체 이런 영화를 만들깡은 어디서 나오는건지,1
12544,"재미없다 정말 어디서 그런 저급 개그를 하는지,",1
12545,어디서 공포를 느껴야하는가. 헛웃음만이 나오더군.개연성이 참 부족하다..,1
12546,그래픽수준이 20년전이군 완전 초저예산 영화에 임팩트나 긴장감이 없는 재난 영화 어디서 긴장해야되는거야 대체,1
12547,본을 어디다 갖다 붙치나.. 후속작 만들생각하지말기를.. 지갑빼고 넣는게 아주그냥 일도아니네..,1
12548,평점좋고 누가추천해서 봤다가 욕나올뻔.. 이게 어디가 재밌다는거??,1
12549,11월1일 금요일 회분 도대체가 뭐귀신신나라까먹는 줄거리입니까? 네? 작가님 넘 날로 드시기좋아하는것 아녀요?회를 쳐드시던가...씁쓸합니다...어디 유쾌한 드라만 없나?씁...,1
12550,딱 중학생 UCC수준 어디가서 영화찍는단 소리 하지말자,1
12551,이 영화 만들 돈으로 차라리 어디에 기부를 하지...,1
12552,"스피드는 어디가고, 말장난만 덩그러니",1
12553,에헴 여봐라 어디 천한것이 사대부 노는 판에 끼어드느냐 에헴 에헴,1
12554,어디서 물고기 잡던 도마뱀이 최강포식자의 자리를 넘볼라 들어? 티라노만 잘만 나왔어도1편은 몰라도 2편보다 평점 잘나왔을거다애초에 감독을 바꾼게 잘못이야,1
12555,"공포는 어디가고, 이질감만 느껴진다냐",1
12556,2조4천억 어디 쓴건지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
12557,어디서 본듯한 진부한 이야기. 지루한 전개. 최악은 아니지만 너무 과대평가된듯...,1
12558,어디가 공포란 말인가,1
12559,홍콩영화가 퇴보하는 이유가 뭘까.. 어디선가 봤음직한 장면들의 짜집기는 그렇다치고 과한 진행과 연기두 보기가 힘들다. 지루한 편집두 이 영화를 끝까지 볼까 말까를 고민하게 했지만 그나마 장가휘의 연기는 볼만했음..,1
12560,"반전을 위해 만들어진 영화. 어디선가 본 듯한 설정. 박용우, 남궁민 둘다 왠지 어울리지 않는 배역을 맡은 듯",1
12561,무녀의인생에대한영화인줄알앗다 근데다큐....난영화를보고싶엇다구!! 그렇다고 그렇게 별로이진않아서 평점높은게 이해안가는건 아니지만... 다큐라고어디에도말이없어서 속은기분이라 1점,1
12562,"겟썸 감독의 연출력은 어디 갔더란 말이냐...유치함의 끝판왕을 보여주며 1편의 명성에 흠집만 내고 있다. 어이없는 멍청한 설정,의미없는 욕설과 잔혹씬의 남발 ...이젠 한국시나리오작가가 미국까지 가서 대본쓰나.",1
12563,공감한다는 사람 있어서 4점 준다 ㅋㅋㅋㅋㅋ 나도 나름 연애 길게 해봤는데 졸라 어디서 로맨스라는건지 어디서 슬퍼해야하는건지 내가 원하는 내용이 아니라서 별로네 영화에 등장하는 여자들이 입술을 너무 쉽게 주네,1
12564,독재를찬양하고 남여차별을앞세워 자식 투표권을막는 자식학대한 함익병은 당장 하차해라 애둘낳은여자부터권리를행사할수있다는 OO병같은 생각은 어디서 부터나온건지 병원도여성환자가 대부분일텐데 반드시 문닫아야됨 여성비하하면서 돈은 여자들 상대로 버는군?,1
12565,어디서어디서개봉은하나?,1
12566,종잡을수없는영화 어디로튈지모름 평점왜높은건지 이해안감,1
12567,어디로 갈지 몰라 갈팡질팡 하는 미로처럼..,1
12568,베지터는 어디로 도망갔나요ㅠㅠ,1
12569,진짜 웃긴영화는 시간가는 줄 몰라야 하는데.. 대체 몇 번씩 시간을 확인했는지. 할배들의 영화적 캐릭터는 개성있는 듯 보였고 이야기는 흥겨운듯 하지만 나이만큼이나 느릿느릿한 느낌을 줬다. 감동 코미디 어디에도 정착하지 못했음,1
12570,코메디가 웃기지 못한다면 어디에 써야하나,1
12571,조강지처 버린 ㅂㅅ를 어디 누구랑 비교해서 저런자리에 캐스팅을 해 좋은작품인 원작까지 망치기전에 방송 치아라 더러우니까,1
12572,"주인공도 매력적이지 않고, 스토리도 어디서 많이 본듯하다",1
12573,아이들의 동심은 해외에 나가지 않아도 어디서든 발휘된다고 생각합니다. 신선했던 처음 방송과는 달리 시청률을 위해 너무 어른들의 시각으로 만들어지는건 아닌가 합니다.,1
12574,어디까지 갈지 정하지 않고 달리는 기분.,1
12575,어디부터 손봐야할지 난감한 총체적 난국,1
12576,처음의 그 감동과 새로움은 어디로... 이제 그만.,1
12577,"뭐이딴 쓰레기같은 영화가 다있어;;; 이딴거를 왜 이따구로 평점이 높냐고요, 어디서작품성이있는데",1
12578,이거 어디서 개봉했지 ㄷㄷ 이딴걸 개봉할 생각을 하다니 망하고 싶어서 작정했네 ㅋ,1
12579,저만 그런가요. 최악이었어요. 첨부터 끝까지 어디서 재미를 느껴야할지도 모르겠고.내용도 너무 뻔하고. 아무리 미국이 오픈마인드를 지녔다지만 이해할 수 없는 수준.. 영화관에서 보다가 잠까지 들었어요..,1
12580,진짜 주인공여자분 연기..진심 배우인지 궁금해서 검색까지해봄. 외모나 매력면에서 대체 어디가 어우동인지를 모르겠음ㅠㅠ진짜 몰입안됨.. 감정이입 절대안됨 총체적난국.. 나름 스토리는 흥미로운데 못살린듯..,1
12581,어디서 웃어야하는지...고생한 스텝분들때문에 2점,1
12582,영화 ...어디까지 배껴봤니?,1
12583,요즘세상에 민지수처럼사는여자가어디있나요 짜증나는드라마네요 첨엔잘보다가지금은짜증나서 안봐요,1
12584,중후반까지보다 기가차서 껏음. 모든게 오버스럽고 비현실적이고 어디서 웃으라는건지 그냥 웃길려고 버둥버둥 용쓰는 사람 지켜보는 안쓰러운 기분마저든다. 심지어 분노조절장애가 주제인줄...보면서 신기한건 기분이 나빠짐,1
12585,아니 전편의 벌레 때려잡던건 어디가고 무슨 공포 스릴러를 찍고있냐,1
12586,솔직히어디까지가나눈여겨보고있었는데너무심하다.에네스잘못은맞지만짜집기에물고늘어지기..종편이그렇게무서웠어?피노키오나오는기레기들이랑다를게뭐냐니들이?,1
12587,정선희나온후로 보고싶은맘 하나도없네요.지 주변다죽었는데 어디서 동물들한테 들이데.짜증나게.너의 그가식때문에 동물농장이 바닥됐다.너 목소리내지마.내아이들과도보질못한다.정선희너때문에.가면벗고이제그만나와라.정선희너때문에울가족일요일아침이무너졌다.내려와,1
12588,중국 미라 꺼졍 이모텝 어디갔어ㅠㅠ,1
12589,로망스는 어디에...,1
12590,어릴때부터 강우석따라 다니더니 그 수준이 어디가나....쯧,1
12591,관심사가어디에있는건지 당췌알수가없는. 포커스없이 산산이 바스라져 바람속에 날라다니는 낙엽같다.,1
12592,식스센스의 그 샤말란 어디로 갔을까,1
